document_id,url,title,date,dispute_title,document_type.name,annulment_committee_members,annulment_committee_president,arbitrator,claimant_appointee,claimant_counsel,claimant_expert,country,judge,other_counsel,other_expert,president,respondent_appointee,respondent_counsel,respondent_expert
771,http://www.italaw.com/sites/default/files/case-documents/italaw6003_1.pdf,Procedural Order No. 4,2015-07-06 07:00:00,"The Renco Group, Inc. v. The Republic of Peru, ICSID Case No. UNCT/13/1",Order,,,,L. Yves Fortier,,,,,,,Michael Moser,Toby Landau,,
790,http://www.italaw.com/sites/default/files/case-documents/italaw7434.pdf,Partial Award on Jurisdiction (English),2016-07-15 07:00:00,"The Renco Group, Inc. v. The Republic of Peru, ICSID Case No. UNCT/13/1",Award,,,,L. Yves Fortier,King & Spalding,,,,,,Michael J. Moser,Toby Landau,White & Case,
791,,Award (Russian) (not public),2011-04-28 07:00:00,"Remington Worldwide Limited v. Ukraine, SCC",Award,,,,,,,,,,,,,,
792,http://www.iareporter.com/articles/20140214,"Notice of Arbitration, July 2013 (not public, see IAReporter story)",2013-07-01 07:00:00,"RECOFI SA v. Vietnam, UNCITRAL",Report,,,,Stanimir Alexandrov,,,,,,,,John Christopher Thomas,,
803,http://www.italaw.com/sites/default/files/case-documents/italaw1463.pdf,Procedural Order No. 1,2008-11-20 08:00:00,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",Order,,,Stuart Eizenstat,,,,,,,,Andrés Rigo Sureda,,,
804,http://www.italaw.com/sites/default/files/case-documents/italaw1464.pdf,Procedural Order No. 2,2009-01-06 08:00:00,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",Order,,,Stuart Eizenstat,,,,,,,,Andrés Rigo Sureda,,,
805,http://www.italaw.com/sites/default/files/case-documents/ita0702.pdf,Decision on Clarification Request of the Decision on Jurisdiction,2009-01-13 08:00:00,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",Request,,,,Stuart Eizenstat,,,,,,,Andrés Rigo Sureda,James Crawford,,
809,http://www.italaw.com/sites/default/files/case-documents/italaw1467.pdf,Procedural Order No. 3,2009-08-24 07:00:00,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",Order,,,Stuart Eizenstat,,,,,,,,Andrés Rigo Sureda,,,
810,http://www.italaw.com/sites/default/files/case-documents/italaw1477.pdf,Expert Report by Marithza Ruiz de Vielman (English),2009-09-22 07:00:00,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",Report,,,,,,,,,,,,,,Marithza Ruiz de Vielman
811,http://www.italaw.com/sites/default/files/case-documents/italaw1471.pdf,Second Expert Report of Eduardo A. Mayora,2009-10-16 07:00:00,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",Report,,,,,,Eduardo Mayora,,,,,,,,
812,http://www.italaw.com/sites/default/files/case-documents/italaw1465.pdf,Procedural Order No. 4,2009-11-03 08:00:00,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",Order,,,Stuart Eizenstat,,,,,,,,Andrés Rigo Sureda,,,
813,http://www.italaw.com/sites/default/files/case-documents/italaw1466.pdf,Procedural Order No. 5,2009-12-01 08:00:00,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",Order,,,Stuart Eizenstat,,,,,,,,Andrés Rigo Sureda,,,
814,http://www.italaw.com/sites/default/files/case-documents/italaw1468.pdf,Procedural Order No. 6,2010-05-07 07:00:00,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",Order,,,Stuart Eizenstat,,,,,,,,Andrés Rigo Sureda,,,
816,http://www.italaw.com/sites/default/files/case-documents/italaw1475.pdf,Expert Report of Juan Luis Aguilar Salguero (English),2010-10-01 07:00:00,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",Report,,,,,,,,,,,,,,Juan Luis Aguilar Salguero
820,http://www.italaw.com/sites/default/files/case-documents/italaw1472.pdf,Third Expert Report of Eduardo A. Mayora,2011-03-14 07:00:00,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",Report,,,,,,Eduardo Mayora,,,,,,,,
822,http://www.italaw.com/sites/default/files/case-documents/italaw1476.pdf,Second Expert Report by Juan Luis Aguilar Salguero (English),2011-10-18 07:00:00,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",Report,,,,,,,,,,,,,,Juan Luis Aguilar Salguero
827,http://www.italaw.com/sites/default/files/case-documents/ita1051.pdf,Award,2012-06-29 07:00:00,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",Award,,,,Stuart Eizenstat,,,,,,,Andrés Rigo Sureda,James Crawford,,
828,http://www.italaw.com/sites/default/files/case-documents/italaw1264.pdf,Claimant's Request for Supplementation and Rectification of the Award,2012-08-10 07:00:00,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",Request,,,,,,,,,,,,,,
828,http://www.italaw.com/sites/default/files/case-documents/italaw1264.pdf,Claimant's Request for Supplementation and Rectification of the Award,2012-08-10 07:00:00,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",Award,,,,,,,,,,,,,,
829,http://www.italaw.com/sites/default/files/case-documents/italaw1265.pdf,Respondent's Observations on Claimant's Request for Supplementation and Rectification of the Award,2012-09-12 07:00:00,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",Request,,,,,,,,,,,,,,
829,http://www.italaw.com/sites/default/files/case-documents/italaw1265.pdf,Respondent's Observations on Claimant's Request for Supplementation and Rectification of the Award,2012-09-12 07:00:00,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",Award,,,,,,,,,,,,,,
830,http://www.italaw.com/sites/default/files/case-documents/italaw1263.pdf,"Decision on Claimant's Request for Supplementation and Rectification of Award, and a Dissent",2013-01-18 08:00:00,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",Award,,,,Stuart Eizenstat,,,,,,,Andrés Rigo Sureda,James Crawford,,
830,http://www.italaw.com/sites/default/files/case-documents/italaw1263.pdf,"Decision on Claimant's Request for Supplementation and Rectification of Award, and a Dissent",2013-01-18 08:00:00,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",Request,,,,Stuart Eizenstat,,,,,,,Andrés Rigo Sureda,James Crawford,,
831,http://www.italaw.com/sites/default/files/case-documents/italaw1493.pdf,Claimant Verified Petition to US District Court to Confirm ICSID Arbitration Award and Enter Judgement,2013-05-23 07:00:00,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",Award,,,,,,,United States of America,,,,,,,
831,http://www.italaw.com/sites/default/files/case-documents/italaw1493.pdf,Claimant Verified Petition to US District Court to Confirm ICSID Arbitration Award and Enter Judgement,2013-05-23 07:00:00,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",Request,,,,,,,United States of America,,,,,,,
832,http://www.italaw.com/sites/default/files/case-documents/ita0712_0.pdf,Order of the Tribunal Taking Note of the Discontinuance of the Proceeding,2007-02-05 08:00:00,"Rail World Estonia LLC, Railroad Development Corporation and EEIF Rail BV v. Republic of Estonia, ICSID Case No. ARB/06/6",Order,,,,Karl-Heinz Böckstiegel,,,,,,,Gabrielle Kaufmann-Kohler,Mark Raeside,,
833,http://www.iareporter.com/articles/20120410_3,Decision on Preliminary Objections under Article 41(5) (not public see IAReporter story),2012-04-04 07:00:00,"Rafat Ali Rizvi v. Republic of Indonesia, ICSID Case No. ARB/11/13",Report,,,,,,,,,,,,,,
835,http://www.iareporter.com/articles/20130717_2,"Award (not public, see IAReporter story) (Separate Concurring Opinion by Muthucumaraswamy Sornarajah)",2013-07-16 07:00:00,"Rafat Ali Rizvi v. Republic of Indonesia, ICSID Case No. ARB/11/13",Award,,,,Joan Donoghue,,,,,,,Gavan Griffith,,,
835,http://www.iareporter.com/articles/20130717_2,"Award (not public, see IAReporter story) (Separate Concurring Opinion by Muthucumaraswamy Sornarajah)",2013-07-16 07:00:00,"Rafat Ali Rizvi v. Republic of Indonesia, ICSID Case No. ARB/11/13",Report,,,,Joan Donoghue,,,,,,,Gavan Griffith,,,
836,http://www.italaw.com/sites/default/files/case-documents/italaw3170.pdf,Award on Jurisdiction,2013-07-16 07:00:00,"Rafat Ali Rizvi v. Republic of Indonesia, ICSID Case No. ARB/11/13",Award,,,,Joan Donoghue,,,,,,,,,,
836,http://www.italaw.com/sites/default/files/case-documents/italaw3170.pdf,Award on Jurisdiction,2013-07-16 07:00:00,"Rafat Ali Rizvi v. Republic of Indonesia, ICSID Case No. ARB/11/13",Award,,,,,,,,,,,Gavan Griffith,Muthucumaraswamy Sornarajah,,
838,http://www.italaw.com/sites/default/files/case-documents/italaw3008.pdf,Application for Annulment of the Award,2013-11-11 08:00:00,"Rafat Ali Rizvi v. Republic of Indonesia, ICSID Case No. ARB/11/13",Award,,,,Joan Donoghue,,,,,,,Gavan Griffith,Muthucumaraswamy Sornarajah,,
838,http://www.italaw.com/sites/default/files/case-documents/italaw3008.pdf,Application for Annulment of the Award,2013-11-11 08:00:00,"Rafat Ali Rizvi v. Republic of Indonesia, ICSID Case No. ARB/11/13",Request,,,,Joan Donoghue,,,,,,,Gavan Griffith,Muthucumaraswamy Sornarajah,,
841,http://www.italaw.com/sites/default/files/case-documents/italaw4389.pdf,Award,2015-09-16 07:00:00,"Quiborax S.A., Non Metallic Minerals S.A. and Allan Fosk Kaplún v. Plurinational State of Bolivia, ICSID Case No. ARB/06/2",Award,,,,Marc Lalonde,,,,,,,Gabrielle Kaufmann-Kohler,Brigitte Stern,,
843,http://www.italaw.com/sites/default/files/case-documents/ita0696.pdf,Order of the Tribunal Taking Note of the Discontinuance of the Proceedings and Allocation of Costs (English),2010-10-27 07:00:00,"Quadrant Pacific Growth Fund L.P. and Canasco Holdings Inc. v. Republic of Costa Rica, ICSID Case No. ARB(AF)/08/1",Order,,,,Andreas Lowenfeld,,,,,,,Alejandro Garro,Bernardo Cremades,,
847,http://www.italaw.com/sites/default/files/case-documents/ita0695.pdf,Award,2007-01-19 08:00:00,"PSEG Global, Inc., The North American Coal Corporation, and Konya Ingin Electrik Üretim ve Ticaret Limited Sirketi v. Republic of Turkey, ICSID Case No. ARB/02/5",Award,,,,L. Yves Fortier,,,,,,,Francisco Orrego Vicuña,Gabrielle Kaufmann-Kohler,,
848,http://www.iareporter.com/articles/20121221_2,"Intent to Arbitrate (not public, see IAReporter story)",,Progas Energy Ltd. v. Pakistan,Report,,,Ahmed El-Kosheri,Emmanuel Gaillard,,,,,,,Guillermo Aguilar Alvarez,,,
850,http://www.italaw.com/sites/default/files/case-documents/ita0672.pdf,Preliminary Tribunal Awards (dates vary),2000-01-01 08:00:00,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL",Award,,,Benjamin Greenberg,,,,,,,,Lord Dervaird,,,
851,http://www.italaw.com/sites/default/files/case-documents/ita0675.pdf,Procedural Order No. 1 thorough No. 11 (dates vary),2000-01-01 08:00:00,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL",Order,,,Benjamin Greenberg,,,,,,,,Lord Dervaird,,,
852,http://www.italaw.com/sites/default/files/case-documents/ita0673.pdf,"Award in Relation to Preliminary Motion by the Government of Canada (""The Harmac Motion"")",2000-02-24 08:00:00,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL",Request,,,Benjamin Greenberg,,,,,,,,Lord Dervaird,,,
852,http://www.italaw.com/sites/default/files/case-documents/ita0673.pdf,"Award in Relation to Preliminary Motion by the Government of Canada (""The Harmac Motion"")",2000-02-24 08:00:00,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL",Award,,,Benjamin Greenberg,,,,,,,,Lord Dervaird,,,
853,http://www.italaw.com/sites/default/files/case-documents/ita0674.pdf,Interim Award,2000-06-26 07:00:00,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL",Award,,,Benjamin Greenberg,,,,,,,,Lord Dervaird,,,
856,http://www.italaw.com/sites/default/files/case-documents/ita0678.pdf,Award on the Merits of Phase 2,2001-04-10 07:00:00,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL",Award,,,Benjamin Greenberg,,,,,,,,Lord Dervaird,,,
860,http://www.italaw.com/sites/default/files/case-documents/ita0682.pdf,Interim Order by the Arbitral Tribunal,2002-03-05 08:00:00,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL",Order,,,Benjamin Greenberg,,,,,,,,Lord Dervaird,,,
861,http://www.italaw.com/sites/default/files/case-documents/ita0683.pdf,Decision and Order by the Arbitral Tribunal,2002-03-11 08:00:00,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL",Order,,,Benjamin Greenberg,,,,,,,,Lord Dervaird,,,
862,http://www.italaw.com/sites/default/files/case-documents/ita0684.pdf,Ruling Concerning the Investor's Motion to Change the Place of Arbitration,2002-03-14 08:00:00,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL",Request,,,Benjamin Greenberg,,,,,,,,Lord Dervaird,,,
864,http://www.italaw.com/sites/default/files/case-documents/ita0686.pdf,Award in Respect of Damages,2002-05-31 07:00:00,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL",Award,,,Benjamin Greenberg,,,,,,,,Lord Dervaird,,,
865,http://www.italaw.com/sites/default/files/case-documents/ita0687.pdf,Amended Procedural Order on Confidentiality No. 5,2002-09-17 07:00:00,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL",Order,,,Benjamin Greenberg,,,,,,,,Lord Dervaird,,,
866,http://www.italaw.com/sites/default/files/case-documents/ita0688.pdf,Award in Respect of Costs,2002-11-26 08:00:00,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL",Award,,,Benjamin Greenberg,,,,,,,,Lord Dervaird,,,
867,,"Award, 2009 (not public)",2009-01-01 08:00:00,"Polska Energetyka Holding S.A. v. Republic of Turkey, UNCITRAL",Award,,,,,,,,,,,,,,
869,http://www.italaw.com/sites/default/files/case-documents/italaw4108.pdf,Decision on the Claimant's Request for Provisional Measures,2015-01-21 08:00:00,"PNG Sustainable Development Program Ltd. v. Independent State of Papua New Guinea, ICSID Case No. ARB/13/33",Request,,,,Michael Pryles,,,,,,,Gary Born,Duncan Kerr,,
870,http://www.italaw.com/sites/default/files/case-documents/italaw4257.pdf,Award of the Tribunal,2015-05-05 07:00:00,"PNG Sustainable Development Program Ltd. v. Independent State of Papua New Guinea, ICSID Case No. ARB/13/33",Award,,,,Michael Pryles,Nish Shetty,,,,,,Gary Born,Duncan Kerr,Alvin Yeo SC,
871,http://www.italaw.com/sites/default/files/case-documents/italaw4284_0.pdf,Award (Spanish),2015-05-21 07:00:00,"Pluspetrol Perú Corporation and others v. Perupetro S.A, ICSID Case No. ARB/12/28",Award,,,,José Emilio Nunes Pinto,Weil Gotshal & Manges,Alberto Varillas,,,,,Eduardo Siqueiros,Bernardo Cremades,Sidley Austin,Wayne Perry
874,http://www.italaw.com/sites/default/files/case-documents/ita0670.pdf,Order,2005-09-06 07:00:00,"Plama Consortium Limited v. Republic of Bulgaria, ICSID Case No. ARB/03/24",Order,,,,Albert Jan van den Berg,,,,,,,Carl Salans,V.V. Veeder,,
875,http://www.italaw.com/sites/default/files/case-documents/ita0671.pdf,Award,2008-08-27 07:00:00,"Plama Consortium Limited v. Republic of Bulgaria, ICSID Case No. ARB/03/24",Award,,,,Albert Jan van den Berg,,,,,,,Carl Salans,V.V. Veeder,,
883,http://www.iareporter.com/articles/20130530_2,"Notice of Arbitration (not public, see IAReporter story)",2013-05-20 07:00:00,"Poštová banka, a.s. and ISTROKAPITAL SE v. Hellenic Republic, ICSID Case No. ARB/13/8",Report,,,,John Townsend,,,,,,,Eduardo Zuleta,Brigitte Stern,,
884,http://www.italaw.com/sites/default/files/case-documents/italaw3041.pdf,Procedural Order No. 1,2013-12-20 08:00:00,"Poštová banka, a.s. and ISTROKAPITAL SE v. Hellenic Republic, ICSID Case No. ARB/13/8",Order,,,,John Townsend,,,,,,,Eduardo Zuleta,Brigitte Stern,,
885,http://www.italaw.com/sites/default/files/case-documents/italaw3042.pdf,Procedural Order No. 2,2014-01-09 08:00:00,"Poštová banka, a.s. and ISTROKAPITAL SE v. Hellenic Republic, ICSID Case No. ARB/13/8",Order,,,,John Townsend,,,,,,,Eduardo Zuleta,Brigitte Stern,,
886,http://www.italaw.com/sites/default/files/case-documents/italaw3063.pdf,Procedural Order No. 3,2014-01-22 08:00:00,"Poštová banka, a.s. and ISTROKAPITAL SE v. Hellenic Republic, ICSID Case No. ARB/13/8",Order,,,,John Townsend,,,,,,,Eduardo Zuleta,Brigitte Stern,,
887,http://www.italaw.com/sites/default/files/case-documents/italaw3128_0.pdf,Procedural Order No. 4,2014-03-06 08:00:00,"Poštová banka, a.s. and ISTROKAPITAL SE v. Hellenic Republic, ICSID Case No. ARB/13/8",Order,,,,John Townsend,,,,,,,Eduardo Zuleta,Brigitte Stern,,
888,http://www.italaw.com/sites/default/files/case-documents/italaw4050.pdf,Procedural Order No. 5 (redacted),2014-05-27 07:00:00,"Poštová banka, a.s. and ISTROKAPITAL SE v. Hellenic Republic, ICSID Case No. ARB/13/8",Order,,,,,,,,,,,,,,
889,http://www.italaw.com/sites/default/files/case-documents/italaw4051.pdf,Procedural Order No. 6 (redacted),2014-07-20 07:00:00,"Poštová banka, a.s. and ISTROKAPITAL SE v. Hellenic Republic, ICSID Case No. ARB/13/8",Order,,,,,,,,,,,,,,
890,http://www.italaw.com/sites/default/files/case-documents/italaw4052.pdf,Clarification to Procedural Order No. 6 (redacted),2014-07-23 07:00:00,"Poštová banka, a.s. and ISTROKAPITAL SE v. Hellenic Republic, ICSID Case No. ARB/13/8",Order,,,,,,,,,,,,,,
891,http://www.italaw.com/sites/default/files/case-documents/italaw4238.pdf,Award,2015-04-09 07:00:00,"Poštová banka, a.s. and ISTROKAPITAL SE v. Hellenic Republic, ICSID Case No. ARB/13/8",Award,,,,John Townsend,David W. Rivkin,,,,,,Eduardo Zuleta,Brigitte Stern,Styliani Charitakim,
892,http://www.italaw.com/sites/default/files/case-documents/italaw4456.pdf,Procedural Order No. 1,2015-11-04 08:00:00,"Poštová banka, a.s. and ISTROKAPITAL SE v. Hellenic Republic, ICSID Case No. ARB/13/8",Order,,,David A.O. Edward,,,,,,,,Azzedine Kettani,,,
893,http://www.italaw.com/sites/default/files/case-documents/italaw4285.pdf,Award,2015-04-30 07:00:00,"Ping An Life Insurance Company, Limited and Ping An Insurance (Group) Company, Limited v. The Government of Belgium, ICSID Case No. ARB/12/29",Award,,,,David Williams,Chris Colbride,,,,,,Lawrence Collins,Philippe Sands,Thierry Tilquin,
895,http://www.italaw.com/sites/default/files/case-documents/ita0668.pdf,Award,2009-04-15 07:00:00,"Phoenix Action, Ltd. v. The Czech Republic, ICSID Case No. ARB/06/5",Award,,,Andreas Bucher,,,,,,,,Brigitte Stern,Juan Fernández-Armesto,,
896,http://www.italaw.com/sites/default/files/case-documents/ita0343.pdf,Request for Arbitration,2010-02-19 08:00:00,"Philip Morris Brands Sàrl, Philip Morris Products S.A. and Abal Hermanos S.A. v. Oriental Republic of Uruguay, ICSID Case No. ARB/10/7 (formerly FTR Holding SA, Philip Morris Products S.A. and Abal Hermanos S.A. v. Oriental Republic of Uruguay)",Request,,,,,,,,,,,,,,
