id,decisions,caseno,title,type,claimant,econsector,instrumentinvk1,instrumentinvk2,partiessub,respondent,rulesapplied,seatarbitration,status,subject
268,,ARB/12/3,Accession Mezzanine Capital L.P. and Danubius Kereskedöház Vagyonkezelö Zrt. v. Hungary  (ICSID Case No. ARB/12/3),"",Accession Mezzanine Capital L.P. and Danubius Kereskedöház Vagyonkezelö Zrt.,Information & Communication,BIT United Kingdom of Great Britain and Northern Ireland - Hungary 1987,"",,HUN,ICSID Convention - Arbitration Rules,"",Concluded,Radio broadcasting enterprises
266,,ARB/12/5,Isolux Corsán Concesiones S.A. v. Republic of Peru (ICSID Case No. ARB/12/5),"",Isolux Corsán Concesiones S.A.,Electric Power & Other Energy,BIT Spain - Peru 1994,"",,PER,ICSID Convention - Arbitration Rules,"",Concluded,Electricity transmission concession
265,,ARB(AF)/12/1,Apotex Holdings Inc. and Apotex Inc.  v. United States of America (ICSID Case No. ARB(AF)/12/1),"",Apotex Holdings Inc. and Apotex Inc.,Other Industry,"",NAFTA (North American Free Trade Agreement),,USA,ICSID Additional Facility - Arbitration Rules,"New York, NY",Concluded,Pharmaceutical enterprise
263,,ARB/12/6,Muhammet Çap & Sehil Inşaat Endustri ve Ticaret Ltd. Sti. v. Turkmenistan (ICSID Case No. ARB/12/6),"",Muhammet Çap & Sehil Inşaat Endustri ve Ticaret Ltd. Sti.,Construction,BIT Turkmenistan - Turkey 1992,"",,TKM,ICSID Convention - Arbitration Rules,"",Pending,Construction projects
262,,ARB/12/7,"Slovak Gas Holding BV, GDF International SAS and E.ON Ruhrgas International GmbH v. Slovak Republic (ICSID Case No. ARB/12/7)","","Slovak Gas Holding BV, GDF International SAS and E.ON Ruhrgas International GmbH","Oil, Gas & Mining","",ECT (Energy Charter Treaty),,SVK,ICSID Convention - Arbitration Rules,"",Concluded,Natural gas services
261,,ARB/12/8,Société Industrielle des Boissons de Guinée v. Republic of Guinea (ICSID Case No. ARB/12/8),"",Société Industrielle des Boissons de Guinée,Other Industry,"","Investment Law - Guinea (1987), Contract",,GIN,ICSID Convention - Arbitration Rules,"",Concluded,Beverage production enterprise
260,,ARB/12/9,Dan Cake (Portugal) S.A. v. Hungary  (ICSID Case No. ARB/12/9),"",Dan Cake (Portugal) S.A.,Other Industry,BIT Hungary - Portugal 1992,"",,HUN,ICSID Convention - Arbitration Rules,"",Pending,Food products enterprise
258,,ARB/12/10,RSM Production Corporation v. Saint Lucia (ICSID Case No. ARB/12/10),"",RSM Production Corporation,"Oil, Gas & Mining","",Contract,,LCA,ICSID Convention - Arbitration Rules,"",Pending,Hydrocarbons exploration agreement
286,,ARB/11/17,Ren&eacutee Rose Levy and Gremcitel S.A. v. Republic of Peru (ICSID Case No. ARB/11/17),"",Ren&eacutee Rose Levy and Gremcitel S.A.,Construction,BIT France - Peru 1993,"",,PER,ICSID Convention - Arbitration Rules,"",Concluded,Property development project
284,,ARB/11/19,Koch Minerals S&agraverl and Koch Nitrogen International S&agraverl v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/11/19),"",Koch Minerals S&agraverl and Koch Nitrogen International S&agraverl,Other Industry,"BIT Venezuela,  Republica Bolivariana de - Switzerland 1993","",,VEN,ICSID Convention - Arbitration Rules,"",Pending,Construction and operation of fertilizer plant
256,,ARB(AF)/12/3,"Mercer International, Inc. v. Canada (ICSID Case No. ARB(AF)/12/3)","","Mercer International, Inc.",Other Industry,"",NAFTA (North American Free Trade Agreement),,CAN,ICSID Additional Facility - Arbitration Rules,"Toronto, Canada",Pending,Pulp mill and electric power generation plant
255,,ARB/12/11,Ampal-American Israel Corporation and others v. Arab Republic of Egypt (ICSID Case No. ARB/12/11),"",Ampal-American Israel Corporation and others,"Oil, Gas & Mining","BIT Egypt,  Arab Republic of - United States of America 1986, BIT Egypt,  Arab Republic of - Germany 2005","",,EGY,ICSID Convention - Arbitration Rules,"",Pending,Natural gas export
253,,ARB/12/13,Saint-Gobain Performance Plastics Europe v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/12/13),"",Saint-Gobain Performance Plastics Europe,Other Industry,"BIT Venezuela,  Republica Bolivariana de - France 2001","",,VEN,ICSID Convention - Arbitration Rules,"",Pending,Proppant production
254,,ARB/12/12,Vattenfall AB and others v. Federal Republic of Germany  (ICSID Case No. ARB/12/12),"",Vattenfall AB and others,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,DEU,ICSID Convention - Arbitration Rules,"",Pending,Nuclear power plant
252,,ARB(AF)/12/4,Telefónica S.A.  v. United Mexican States  (ICSID Case No. ARB(AF)/12/4),"",Telefónica S.A.,Information & Communication,BIT Spain - Mexico 2006,"",,MEX,ICSID Additional Facility - Arbitration Rules,"Washington, D.C.",Pending,Telecommunications services
250,,ARB/12/14 and 12/40,"Churchill Mining Plc and Planet Mining Pty Ltd, formerly ARB/12/14 v. Republic of Indonesia (ICSID Case No. ARB/12/14 and 12/40)","","Churchill Mining Plc and Planet Mining Pty Ltd, formerly ARB/12/14","Oil, Gas & Mining","BIT Australia - Indonesia 1992, BIT Indonesia - United Kingdom of Great Britain and Northern Ireland 1976","",,IDN,ICSID Convention - Arbitration Rules,"",Pending,Coal mining project
248,,CONC(AF)/12/2,Republic of Equatorial Guinea v. CMS Energy Corporation and others  (ICSID Case No. CONC(AF)/12/2),"",Republic of Equatorial Guinea,"Oil, Gas & Mining","",Contract,,CMS Energy Corporation and others,ICSID Additional Facility - Conciliation Rules,null,Concluded,Oil and gas enterprise
246,,ARB/12/17,"Inversión y Gestión de Bienes, IGB, S.L. and IGB18 Las Rozas, S.L. v. Kingdom of Spain  (ICSID Case No. ARB/12/17)","","Inversión y Gestión de Bienes, IGB, S.L. and IGB18 Las Rozas, S.L.",Construction,"BIT Spain - Venezuela,  Republica Bolivariana de 1995","",,ESP,ICSID Convention - Arbitration Rules,"",Concluded,Construction project
245,,ARB/12/18,Valle Verde Sociedad Financiera S.L.  v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/12/18),"",Valle Verde Sociedad Financiera S.L.,Finance,"BIT Spain - Venezuela,  Republica Bolivariana de 1995","",,VEN,ICSID Convention - Arbitration Rules,"",Pending,Banking enterprise
243,,ARB/12/19,Ternium S.A. and Consorcio Siderurgia Amazonia S.L. v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/12/19),"",Ternium S.A. and Consorcio Siderurgia Amazonia S.L.,Other Industry,"BIT Spain - Venezuela,  Republica Bolivariana de 1995, BIT Venezuela,  Republica Bolivariana de - Belgium-Luxembourg 1998","",,VEN,ICSID Convention - Arbitration Rules,"",Concluded,Steel production facilities
244,,ARB(AF)/12/5,Rusoro Mining Ltd. v. Bolivarian Republic of Venezuela (ICSID Case No. ARB(AF)/12/5),"",Rusoro Mining Ltd.,"Oil, Gas & Mining","BIT Canada - Venezuela,  Republica Bolivariana de 1996","",,VEN,ICSID Additional Facility - Arbitration Rules,"Paris, France",Concluded,Gold exploration and exploitation operations
242,,ARB/12/20,Blue Bank International & Trust (Barbados) Ltd. v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/12/20),"",Blue Bank International & Trust (Barbados) Ltd.,Tourism,"BIT Venezuela,  Republica Bolivariana de - Barbados 1994","",,VEN,ICSID Convention - Arbitration Rules,"",Concluded,Tourism and hospitality facilities
239,,ARB/12/22,Venoklim Holding B.V. v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/12/22),"",Venoklim Holding B.V.,Other Industry,"",Investment Law - Venezuela (1999),,VEN,ICSID Convention - Arbitration Rules,"",Pending,Lubricant production facilities
237,,ARB/12/23,Tenaris S.A. and Talta - Trading e Marketing Sociedade Unipessoal Lda. v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/12/23),"",Tenaris S.A. and Talta - Trading e Marketing Sociedade Unipessoal Lda.,Other Industry,"BIT Venezuela,  Republica Bolivariana de - Belgium-Luxembourg 1998, BIT Venezuela,  Republica Bolivariana de - Portugal 1994","",,VEN,ICSID Convention - Arbitration Rules,"",Pending,Production of hot briquetted iron and steel products
234,,ARB/12/25,Marco Gavazzi and Stefano Gavazzi  v. Romania (ICSID Case No. ARB/12/25),"",Marco Gavazzi and Stefano Gavazzi,Other Industry,BIT Italy - Romania 1990,"",,ROU,ICSID Convention - Arbitration Rules,"",Concluded,Steel production enterprise
236,,ARB/12/24,Transban Investments Corp. v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/12/24),"",Transban Investments Corp.,Transportation,"BIT Venezuela,  Republica Bolivariana de - Barbados 1994","",,VEN,ICSID Convention - Arbitration Rules,"",Pending,Vehicle import enterprise
259,,ARB/12/2,"Emmis International Holding, B.V., Emmis Radio Operating, B.V., and MEM Magyar Electronic Media Kereskedelmi és Szolgáltató Kft. v. Hungary  (ICSID Case No. ARB/12/2)","","Emmis International Holding, B.V., Emmis Radio Operating, B.V., and MEM Magyar Electronic Media Kereskedelmi és Szolgáltató Kft.",Information & Communication,"BIT Hungary - Switzerland 1988, BIT Netherlands - Hungary 1987","",,HUN,ICSID Convention - Arbitration Rules,"",Concluded,Radio broadcasting enterprises
233,,ARB/12/26,Sudapet Company Limited v. Republic of South Sudan (ICSID Case No. ARB/12/26),"",Sudapet Company Limited,"Oil, Gas & Mining","",Investment Law - South Sudan (2009),,SSD,ICSID Convention - Arbitration Rules,"",Concluded,Exploration and production of hydrocarbons
231,,ARB/12/28,Pluspetrol Perú Corporation and others v. Perupetro S.A.  (ICSID Case No. ARB/12/28),"",Pluspetrol Perú Corporation and others,"Oil, Gas & Mining","",Contract,,Perupetro S.A.,ICSID Convention - Arbitration Rules,"",Concluded,Hydrocarbon concession
229,,ARB/12/29,"Ping An Life Insurance Company of China, Limited and Ping An Insurance (Group) Company of China, Limited v. Kingdom of Belgium (ICSID Case No. ARB/12/29)","","Ping An Life Insurance Company of China, Limited and Ping An Insurance (Group) Company of China, Limited",Finance,"BIT China - Belgium-Luxembourg 1984, BIT China - Belgium-Luxembourg 2005","",,BEL,ICSID Convention - Arbitration Rules,"",Concluded,Banking and financial services
226,,ARB/12/32,Gelsenwasser AG v. People's Democratic Republic of Algeria (ICSID Case No. ARB/12/32),"",Gelsenwasser AG,"Water, Sanitation & Flood Protection",BIT Algeria - Germany 1996,"",,DZA,ICSID Convention - Arbitration Rules,"",Concluded,Water and sanitation services management
227,,ARB/12/31,"Guardian Fiduciary Trust, Ltd, f/k/a Capital Conservator Savings & Loan, Ltd v. Macedonia, former Yugoslav Republic of (ICSID Case No. ARB/12/31)","","Guardian Fiduciary Trust, Ltd, f/k/a Capital Conservator Savings & Loan, Ltd",Finance,"BIT Netherlands - Macedonia,  Former Yugoslav Republic of 1998","",,"Macedonia, former Yugoslav Republic of",ICSID Convention - Arbitration Rules,"",Concluded,Trust banking operations
225,,ARB/12/33,UAB E energija (Lithuania) v. Republic of Latvia (ICSID Case No. ARB/12/33),"",UAB E energija (Lithuania),Electric Power & Other Energy,BIT Latvia - Lithuania 1996,"",,LVA,ICSID Convention - Arbitration Rules,"",Pending,Heating services enterprise
224,,ARB/12/34,Tullow Uganda Operations PTY LTD v. Republic of Uganda (ICSID Case No. ARB/12/34),"",Tullow Uganda Operations PTY LTD,"Oil, Gas & Mining","",Contract,,UGA,ICSID Convention - Arbitration Rules,"",Pending,"Petroleum exploration, development, and production activities"
223,,ARB(AF)/12/7,Mobile TeleSystems OJSC v. Republic of Uzbekistan (ICSID Case No. ARB(AF)/12/7),"",Mobile TeleSystems OJSC,Information & Communication,"",Investment Law - Uzbekistan (1998),,UZB,ICSID Additional Facility - Arbitration Rules,"Paris, France",Concluded,Telecommunications enterprise
222,,ARB/12/35,Orascom TMT Investments S.à r.l. v. People's Democratic Republic of Algeria (ICSID Case No. ARB/12/35),"",Orascom TMT Investments S.à r.l.,Information & Communication,BIT Belgium-Luxembourg - Algeria 1991,"",,DZA,ICSID Convention - Arbitration Rules,"",Concluded,Telecommunications enterprise
217,,ARB/12/38,"Repsol, S.A. and Repsol Butano, S.A. v.  Argentine Republic (ICSID Case No. ARB/12/38)","","Repsol, S.A. and Repsol Butano, S.A.","Oil, Gas & Mining",BIT Spain - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Oil production enterprise
221,,ARB/12/36,Société Civile Immobilière de Gaëta v. Republic of Guinea (ICSID Case No. ARB/12/36),"",Société Civile Immobilière de Gaëta,Construction,"",Investment Law - Guinea (1987),,GIN,ICSID Convention - Arbitration Rules,"",Concluded,Development and operation of commercial property
218,,ARB/12/37,LSF-KEB Holdings SCA and others v. Republic of Korea (ICSID Case No. ARB/12/37),"",LSF-KEB Holdings SCA and others,Finance,"BIT Korea,  Republic of - Belgium-Luxembourg 1974","",,Republic of Korea,ICSID Convention - Arbitration Rules,"",Pending,"Banking enterprise, engineering and construction services and commercial real estate"
